TOKENS;AI;GAMING;MEMES;top;Symbol;1h%;24h%;7d%;Volumen (24h) USD;Volumen (24h) Tokens;ACC. CIRCULACION;CAP. USD;Precio USD;Alameda Research;Arrington XRP Capital;Binance Labs;Blockchain Capital;CMS Holdings;Coinfund;DCG;DeFiance Capital;DWF Labs;eGirl Capital;Fabric Ventures;Fenbushi Capital;Multicoin Capital;Pantera Capital;Paradigm;Placeholder Ventures;Play_To_Earn;Polychain Capital;Three Arrows Capital;USV;BITCOIN;CARDANO;ETHERIUM;SOLANA;TRON;OTHER
DeFi Kingdoms;0;1;0;917.0;JEWEL;0.41;1.35;-24.61;118414.0;809845.0;114005283.0;16669599.0;0.1462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LayerAI;1;0;0;2499.0;LAI;0.23;5.25;-23.22;6853496.0;190889836.0;180000000.0;6462520.0;0.03572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SingularityDAO;1;0;0;593.0;SDAO;1.87;-0.43;-10.39;1124948.0;1762227.0;82733204.0;52854612.0;0.6415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Blast Pepe;0;0;1;3290.0;BEPE;6.42;16.88;-19.61;217927.0;16898151103.0;100000000000.0;1289650.0;1,29E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Kaby Arena;0;1;0;1927.0;KABY;-0.07;-0.31;-6.92;13684.0;31018164.0;886247873.0;390882.0;0.0004412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
babydogwifhat;0;0;1;4055.0;BABYWIF;1.22;13.35;-23.92;56228.0;96923283.0;999995966.0;580131.0;0.0005801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Wooooo! Coin;0;0;1;4945.0;WOOOOO!;-0.0;-1.78;-15.07;13641.0;14212067.0;5825861323.0;5591797.0;0.0009598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
JOE;0;0;1;3449.0;BIDEN;0.05;5.4;-10.21;159320.0;14435039.0;31000000.0;342149.0;0.01104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OORT;1;0;0;763.0;OORT;0.42;-0.63;-4.31;2246585.0;5594586.0;71683627.0;28793781.0;0.4017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
coolcat;0;0;1;5484.0;COOL;1.3;8.87;-66.65;4716.0;30842441.0;998948995.0;152743.0;0.0001529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Botto;1;0;0;665.0;BOTTO;0.5;1.54;-12.99;314719.0;351560.0;45739296.0;41032974.0;0.8953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Star Atlas;0;1;0;488.0;ATLAS;0.61;1.99;-30.54;2145160.0;431279199.0;15711472661.0;78519253.0;0.004994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
AXIS Token;1;0;0;1340.0;AXIS;0.04;0.9;17.31;205.0;16555.0;320303188.0;3973906.0;0.01241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
SolChicks Token;0;1;0;2260.0;CHICKS;0.0;-0.62;-5.46;117.0;1339111.0;639106688.0;55953.0;8,76E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
PooCoin;0;0;1;7080.0;POOCOIN;-0.0;2.67;-13.59;126.0;319.0;5088921.0;2003633.0;0.3937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GameSwift;0;1;0;840.0;GSWIFT;0.33;-5.37;-26.15;368437.0;1054078.0;62621513.0;21872353.0;0.3493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
TrumpBull;0;0;1;6740.0;TRUMP;0.0;2.8;-16.49;275.0;66324.0;13635586.0;56473.0;0.004142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Flozo Game Token;0;0;1;6346.0;FGT;-1.33;0.86;-39.78;711.0;622990.0;100000000.0;114096.0;0.001141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Cornucopias;0;1;0;590.0;COPI;0.11;2.09;-20.48;530267.0;8497583.0;848670162.0;52938489.0;0.06238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0
Reboot;0;1;0;1190.0;GG;-5.57;32.37;-20.26;720938.0;16704726.0;162237935.0;7019976.0;0.04316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
xPET tech BPET;0;1;0;4892.0;BPET;0.07;2.03;-24.18;14371.0;170738.0;8049427.0;677542.0;0.08417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
HarryPotterObamaSonic10Inu (ERC-20);0;0;1;481.0;BITCOIN;0.44;17.61;-7.32;1608624.0;19817920.0;999798155.0;81175129.0;0.0812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Pigcoin;0;0;1;2433.0;PIG;-0.64;-2.75;-15.26;164596520.0;8989604216289.0;1791415926832.0;32800201.0;1,83E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Pepe Neko;0;0;1;5730.0;$PEKO;1.73;4.75;-23.37;2719.0;27293091.0;999996494.0;99638.0;9,96E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
VAIOT;1;0;0;515.0;VAI;-0.43;-1.23;-14.31;1386739.0;6354265.0;322295875.0;70626527.0;0.2181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Big Time;0;1;0;333.0;BIGTIME;0.71;-0.35;-39.69;15360408.0;84027827.0;816878362.0;149188592.0;0.1827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Andy (SOL);0;0;1;5336.0;ANDY;0.98;11.41;-7.31;6534.0;19671470.0;999894219.0;332118.0;0.0003319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
BetU;0;1;0;2328.0;BETU;-1.05;8.07;-22.98;36.0;172436.0;107608038.0;22653.0;0.0002105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
ERC20;0;0;1;1053.0;ERC20;9.25;120.13;-57.9;20431.0;2148951.0;1128632512.0;10730410.0;0.009507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Catman;0;0;1;1736.0;CATMAN;-2.18;-6.36;-17.58;841146.0;888803055.0;950392964.0;899434.0;0.0009464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
DUGE;0;0;1;6098.0;DUGE;0.55;2.65;-24.15;1238.0;477470328.0;68999560000.0;178836.0;2,59E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Elemon;0;1;0;1762.0;ELMON;0.0;6.72;-28.42;691.0;544123.0;644908310.0;818577.0;0.001269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Dejitaru Tsuka;0;0;1;845.0;TSUKA;-3.64;-26.21;-45.0;7066338.0;332144418.0;1000000000.0;21298732.0;0.02128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Based Peaches;0;0;1;3011.0;PEACH;-3.29;6.88;-58.76;429398.0;115742945.0;888888888.0;3297712.0;0.00371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Phala Network;1;0;0;344.0;PHA;0.43;1.6;-7.37;10730613.0;54484114.0;713354827.0;140408041.0;0.1971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Angry Girlfriend;0;0;1;5182.0;205/45R16;-1.19;-3.32;-37.17;9158.0;92794185.0;1000000000.0;98691.0;9,86E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Orbofi AI;0;1;0;1139.0;OBI;-0.94;5.18;-5.07;331158.0;16854710.0;414000000.0;8125299.0;0.01965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BOOK OF MEME;0;0;1;129.0;BOME;1.96;-0.85;-26.29;320092985.0;34185801931.0;55199727655.0;517518031.0;0.009376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
FLORK BNB;0;0;1;6228.0;FLORK;-0.08;1.31;-44.79;916.0;945151.0;100000000.0;96932.0;0.0009693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Croco;0;0;1;6763.0;$CROCO;0.0;-4.83;-28.9;262.0;18015458.0;1000000000.0;14548.0;1,46E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Tigra;0;0;1;4319.0;TIGRA;0.0;5.48;-2.26;34062.0;21002253.0;1000000000.0;1621847.0;0.001622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Safemuun;0;0;1;5412.0;SAFEMUUN;1.51;-1.77;-67.78;5473.0;171461889.0;946091943.0;30199.0;3,19E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
yotoshi;0;0;1;5326.0;YOTO;1.3;1.9;-25.04;6690.0;3128245717.0;280000000000.0;598771.0;2,14E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MoonKize;0;0;1;7313.0;MOONKIZE;-0.41;0.33;-2.76;71.0;2586013.0;600000000.0;16509.0;2,75E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Storm Warfare;0;1;0;3445.0;JAN;0.68;-2.45;-22.87;160795.0;5487332.0;31250000.0;915719.0;0.0293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Octavia AI;1;0;0;2663.0;VIA;-0.75;-5.28;-23.18;1593555.0;1951399.0;8750000.0;7145441.0;0.8166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
X World Games;0;1;0;1302.0;XWG;-0.43;0.69;-26.11;141184.0;98484475.0;3377564103.0;4857113.0;0.001434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Meow Meow Coin;0;0;1;4579.0;MEOW;-7.54;9.77;-12.53;22936.0;16418684469.0;420690000000.0;587671.0;1,40E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
SwinCoin;0;0;1;7452.0;SWIN;0.0;0.64;-14.73;48.0;16218875.0;100000000.0;296.0;2,97E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
dogwifhat;0;0;1;43.0;WIF;1.58;4.95;-27.39;495982680.0;191855719.0;998906170.0;2589993798.0;2.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Trump Inu;0;0;1;7346.0;TRUMPINU;0.0;9.62;-28.72;65.0;86493.0;100000000.0;74699.0;0.000747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ARBUZ;0;0;1;3369.0;ARBUZ;-99.79;-99.8;-99.85;186860.0;42012131.0;1989897.0;8851.0;0.004448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MBAPEPE;0;0;1;4288.0;MBAPEPE;-3.9;-49.18;-91.46;35683.0;1286342308.0;1000000000.0;27740.0;2,77E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Ben the Dog;0;1;1;1163.0;BENDOG;1.31;20.4;-5.46;1655980.0;214925479.0;999780947.0;7674233.0;0.007705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Joe Biden;0;0;1;4311.0;BIDEN;0.64;4.01;-21.08;34420.0;10916000.0;934707241.0;2947316.0;0.003153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Boge;0;0;1;3654.0;BOGE;3.37;7.07;-44.59;115423.0;28845655.0;1000000000.0;4001388.0;0.004001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Joram Poowel;0;0;1;4127.0;POOWEL;0.34;-0.84;-5.43;49364.0;19483273.0;999679238.0;2532831.0;0.002534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Dramatic Chipmunk;0;0;1;4567.0;MUNK;3.83;30.56;-71.16;23336.0;14008606.0;1000000000.0;1665827.0;0.001666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CumRocket;0;0;1;1076.0;CUMMIES;-0.29;-0.32;-30.43;183356.0;24463480.0;1320428309.0;9914038.0;0.007508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Affyn;0;1;0;962.0;FYN;0.32;0.05;-19.84;797540.0;13942996.0;254033788.0;14516307.0;0.0572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
BoxBet;0;1;0;3757.0;BXBT;0.0;11.92;21.61;95114.0;399435.0;100000000.0;23812133.0;0.2381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Sleepless AI;1;0;0;359.0;AI;0.37;4.53;-20.78;26418619.0;27828215.0;140937500.0;133791245.0;0.9505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Snek;0;0;1;526.0;SNEK;1.0;7.7;-21.89;1454564.0;1633732747.0;73235343051.0;65158237.0;0.0008899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Metaverse Face;1;0;0;1749.0;MEFA;0.81;3.63;-8.1;27581.0;306780689.0;9515523108.0;849887.0;8,93E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Voxies;0;1;0;653.0;VOXEL;0.03;3.12;-25.16;5053456.0;21000742.0;174140671.0;41711860.0;0.2399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Agoras Currency of Tau;1;0;0;550.0;AGRS;0.11;-3.62;-18.5;570555.0;163006.0;18000000.0;62947198.0;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Bird.Money;1;0;0;1602.0;BIRD;0.02;0.54;-25.58;24322.0;1470.0;94942.0;1568650.0;16.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Theta Fuel;1;0;0;123.0;TFUEL;0.13;3.42;-14.89;24600472.0;283152422.0;6519264284.0;564938678.0;0.08675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MAGA VP;0;0;1;1435.0;MVP;0.4;-0.8;-13.55;1571329.0;23322867.0;41520023.0;2796927.0;0.06736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Ooki Protocol;1;0;0;1064.0;OOKI;0.02;-0.75;-29.57;2687294.0;1178281586.0;4558586607.0;10377404.0;0.002281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Gamestarter;0;1;0;1288.0;GAME;-0.05;1.79;-18.44;201372.0;1222657.0;30420970.0;5007623.0;0.1647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Cat Token;0;0;1;1803.0;CAT;0.92;-3.02;-20.8;5817.0;55071.0;6527607.0;689509.0;0.1056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TAO INU;0;0;1;3761.0;TAONU;-0.01;2.07;-31.25;94281.0;8534568.0;927253621.0;10243359.0;0.01105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CYBONK;0;0;1;4969.0;CYBONK;2.63;6.81;-17.64;13198.0;5083283845.0;100000000000.0;259640.0;2,60E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
pre;0;0;1;5919.0;PRE;0.53;-0.39;-6.21;1819.0;14288982.0;999957841.0;127281.0;0.0001273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CULO;0;0;1;4286.0;CULO;-0.77;-3.16;-15.14;35813.0;4658852068.0;1000000000000.0;7687061.0;7,69E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Tom On Base;0;0;1;6223.0;TOB;0.31;0.32;-64.8;923.0;382540054.0;10000000000.0;24133.0;2,41E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Baby Pepe;0;0;1;4992.0;BABYPEPE;0.04;8.45;-13.67;12945.0;6828194182.0;420000000000.0;796254.0;1,90E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CorgiAI;1;0;1;2959.0;CORGIAI;0.83;-0.63;-21.43;486870.0;283050032.0;303299159205.0;521700126.0;0.00172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BOBO;0;0;1;2575.0;BOBO;2.37;-1.7;20.31;2883660.0;1851294064259.0;66484444444444.0;103559192.0;1,56E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Crob Coin;0;0;1;2753.0;CROB;-5.08;-5.7;-23.11;1048544.0;28508338.0;800000000.0;29424209.0;0.03678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GTA Token;0;0;1;2733.0;GTA;-0.74;3.64;-2.81;1119533.0;188945.0;10000000.0;59251952.0;5.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Swole Doge;0;0;1;6337.0;SWOLE;0.23;16.79;-0.06;732.0;58427430.0;7000000000.0;87641.0;1,25E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Crypto Rangers;0;0;1;4005.0;CR;-0.83;-0.7;-22.18;60859.0;1496869510.0;8045311447.0;327103.0;4,07E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Phoenix;1;0;0;452.0;PHB;1.25;8.74;6.29;17527187.0;9311892.0;49096629.0;92172919.0;1.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DEAPcoin;0;1;0;649.0;DEP;0.3;-0.81;-22.43;1703750.0;915915806.0;22998521512.0;42775996.0;0.001862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
CEO;0;0;1;3643.0;CEO;-0.01;-0.06;-0.02;117203.0;1848671.0;1000000.0;63398.0;0.0634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Taylor Swift;0;0;1;3802.0;SWIFTIES;2.7;42.49;32.88;88823.0;417197.0;10000000.0;2129043.0;0.2129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Frencoin;0;0;1;5306.0;FREN;-0.3;-1.36;-54.32;6891.0;4283312033.0;397657210000.0;639760.0;1,61E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
The Root Network;0;1;0;575.0;ROOT;1.22;3.2;-17.68;7505106.0;137627683.0;1038925778.0;56758313.0;0.0546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
DOGAMÍ;0;1;0;1341.0;DOGA;-0.02;-1.76;-23.89;41509.0;3605717.0;344541404.0;3966839.0;0.01151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Eldarune;0;1;0;1648.0;ELDA;-0.33;-4.85;-38.15;586751.0;49247976.0;109840284.0;1309232.0;0.01192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Speedy;0;0;1;2688.0;SPEEDY;1.16;-10.02;-38.99;1350300.0;85097233346.0;950000000000.0;15074343.0;1,59E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Akash Network;1;0;0;88.0;AKT;0.58;2.59;8.43;10206893.0;2539920.0;234032891.0;941390891.0;4.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PlayZap;0;1;0;1095.0;PZP;-1.41;2.43;-16.6;850016.0;3572274.0;38937311.0;9283835.0;0.2379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
SLORK;0;0;1;6261.0;SLORK;0.0;-0.64;-21.43;841.0;12464029.0;499996278.0;33722.0;6,75E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SelfKey;1;0;0;685.0;KEY;0.01;5.08;-13.86;9007255.0;1254252383.0;5304969446.0;38065138.0;0.007183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Phauntem;0;0;1;4684.0;PHAUNTEM;1.41;58.86;0.9;19453.0;1926164.0;9995425.0;100946.0;0.0101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TOAD;0;0;1;3693.0;TOAD;-1.5;-51.73;-13.25;108501.0;8862994185.0;420690000000.0;5150110.0;1,22E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Champz;0;1;1;4746.0;CHAMPZ;0.0;9.59;1.43;17654.0;2740034.0;1000000000.0;6442807.0;0.006443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Burnsdefi;0;0;1;3267.0;BURNS;-1.98;-7.91;-48.47;231504.0;3118073.0;21000000.0;1559161.0;0.07467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Don't Buy Inu;0;0;1;3727.0;DBI;-0.0;7.05;-49.41;101036.0;54606090.0;1448127000.0;2679438.0;0.00185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Gigachad;0;0;1;2891.0;GIGA;3.09;27.61;13.58;607507.0;448607911.0;9604138697.0;13005963.0;0.00136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Smol Su;0;0;1;6829.0;SU;0.0;2.13;4.89;228.0;250.0;1000000.0;911494.0;0.9115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Garlicoin;0;0;1;1776.0;GRLC;0.43;-1.84;-14.62;40.0;3467.0;68428367.0;780147.0;0.0114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ThikDik;0;0;1;5417.0;THIK;1.55;2.21;-26.79;5454.0;1998573523.0;9986076859.0;27249.0;2,73E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MARBLEX;0;1;0;452.0;MBX;0.62;-1.82;-28.82;2451810.0;3206493.0;117988535.0;90486088.0;0.7669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Portal;0;1;0;311.0;PORTAL;0.41;0.86;-32.02;20587340.0;21074479.0;169860695.0;166064812.0;0.9777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Elpis Battle;0;1;0;2204.0;EBA;-0.0;1.56;-5.35;1452.0;344194.0;22172718.0;93517.0;0.004218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CATEX;0;0;1;5337.0;CATEX;-0.04;4.25;-16.8;6530.0;717627813.0;300000000000.0;2729840.0;9,10E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NFTb;0;1;0;1465.0;NFTB;-1.91;0.69;-29.79;580781.0;57261613.0;249435031.0;2530140.0;0.01014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rebel Bots;0;1;0;1320.0;RBLS;0.24;-1.77;-6.41;59907.0;1653857.0;123295295.0;4467259.0;0.03622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
ApeCoin;0;1;0;100.0;APE;1.04;3.71;-22.84;60971446.0;48724069.0;604895833.0;756462975.0;1.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Honk;0;0;1;1287.0;HONK;-3.88;9.7;-4.6;2006313.0;368654011.0;919818677.0;5070858.0;0.005514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HYTOPIA;0;1;0;3104.0;TOPIA;-1.16;-1.45;-33.64;332606.0;7374258.0;835115141.0;37666711.0;0.0451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Magic Crystal;0;1;0;3434.0;MC;0.0;-0.12;-4.95;165713.0;501433.0;2842229.0;939294.0;0.3305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Castle of Blackwater;0;1;0;1470.0;COBE;-0.66;0.15;-25.31;21083.0;63468.0;7475175.0;2478524.0;0.3322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
